dsac_lif_00013,addictive substance,verslawende middel,isihuhisi,isiyobisi esirhumrhayo,isiyobisi esirhubulayo,,lutfo lolugcilatanako,into ekhobongako,into ekghobako,seretlholatshwakgolo,sehlola boneelela,ntho e bakang bokgoba,tshidzidzivhadzi tsha vhupuli ha dzema,xidzidziharisi xo hlongahata,gewoontevormende middel,lutfo loluhuhanako,tshidzidzivhadzi mveledza vhupuli ha dzema,,sehlola bokgoba,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00014,address <n.>,adres,ikheli,idilesi,,,likheli,isiphande,i-adresi,aterese,aterese,aterese,aḓiresi,kherefu,,,ḓiresi,,,,,adirese,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00015,adolescence,adolessensie,ububhungu,ukufikisa,,,kutfomba,ubutlawu,ubuja,bosima,botšwa mahlalagading,ho tswa phakweng,vhuṱhannga,nkarhi wa xijaha,,,vhukomba,,,ubutshitshi,,nkarhi wa xinhwana,,,,,,ubuqhumamponjwana,,,,,,,,,,,,,,,
dsac_lif_00016,adult,volwassene,umuntu omdala,umntu omdala,,,umuntfu lomdzala,umuntu omkhulu,,mogolo,mogolo,moholo,mualuwa,lonkulu,,,,,,umdala,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00017,adulthood,volwassenheid,ubudala,ubudala,,,budzala,ubukhulu,,bogolo,bogolo,boholo,vhualuwa,vukulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00018,adventure,avontuur,umdlalo onobungozi,udelo-ngozi,imfuna-mava,,kutimbandzakanya esigigabeni lesingaba yingoti,igabazo,isenzo esiyingozi,tekelelo,bolekadigale,ho lekaleka,vhuḓifungi,rivonavona,ondervinding,kwenta intfo longakaze uyente,,,,,,,,belewenis,,kutimbandzakanya esigigabeni lesingaba yingoti,,,,,,,,,,,,,,,,,
dsac_lif_00019,advertise,adverteer,ukukhangisa,-azisa,bhengeza,papasha,khangisa,-khangisa,-bukisa,phasalatša,-kwalakwatša,-bapatsa,kungedzela,navetisa,reklame maak,,,-qalisa,,,bapatsa,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00020,advice,raad,iseluleko,icebiso,icebo,ingcebiso,seluleko,iseluleko,isiyeleliso,kgakololo,keletšo,keletso,ngeletshedzo,xitsundzuxo,advies,,,isilemukiso,,,,xilemukiso,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00021,affect,raak,ukuthinta,chaphazela,phembelela,,tsintsa,-thinta,-qaphazela,tlhotlheletsa,-huetša,-ama,kwama,vangela,affekteer,,,,,,ama,kucetela,,inwerk op,beïnvloed,,,,,,,,,,,,,,,,,,
dsac_lif_00022,African,Afrikaan,um-Afrika,umAfrika,,,Umafrika,umuNtu,Um-Afrika,Moaforika,MoAfrika,moAfrika,Muafrika,Muafrika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00023,age,ouderdom,ubudala,ubudala,,,iminyaka,ubudala,ubukhulu ngeminyaka,dingwaga,mengwaga,dilemo,vhukale,vukhale,leeftyd,budzala,miṅwaha,,,,bogolo,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00024,aggression,aggressie,ubudlova,udlakathiso,ugonyamelo,ubudlova,budlova,ipehla,inturhu,kgakalo,boromolani,dikgoka,u sinyuwa,mbholovo,,buhonga,,,,,,,,,,,,,iingcwangu,ubundlongodlongo,,,,,,,,,,,,,
dsac_lif_00025,agricultural revolution,landbourevolusie,izinguquko kwezolimo,inguqu kwezolimo,,,ingucuko kutekulima,itjhuguluko kezokulima nokufuya,,diphetogotemo,phetogokgolotemong,diphetoho bohwaing,tshanduko kha zwa vhulimivhufuwi,ncinco wa swa vurimi,landbourewolusie,,,,,,,ncinco wa swa vufuwi,,,,,diphetoho temong,,,,,,,,,,,,,,,,
dsac_lif_00026,aim <v.>,mik,ukukala,jolisa,,,cipha,-korola,-nqophisa,korola,-nepa,-korola,korola,pakanisa,,kala,livhisa,,,,,korola,kongomisa,,,hlosa,-tobisa,,,,,,,,,,,,,,,,
dsac_lif_00027,alcoholic <n.>,alkoholis,indlamanzi,inxila,indlamanzi,ikhoboka lotywala,sidzakwa,isirhurhulelitjwala,ikghoba lotjwala,letagwa,letagwa,lehlena,tshidakwa,xidakwa,,,,,,ijikankezo,,,,,,,,isidakwa,,,,,,,,,,,,,,,
dsac_lif_00028,Alcoholics Anonymous,Alkoholiste Anoniem,i-Alcoholics Anonymous,iAlcoholics Anonymous,i-AA,,Inhlangano Lesita Labagcilatwa Tjwala,iHlangano eLumulisa abaPhila ngoTjwala,iHlangano yabaSebenzisa iinDaki,Mokgatlhotwantshotagi,Mokgatlo wa Keletšo ka Dinotagi,Mokgatlo wa Twantsho ya Bokgoba ba Tahi,Dzangano ḽa u thusa u litsha Zwikambi,Nhlangano wo Lwisana na Xihoko,AA,I-AA,AA,i-AA,,i-AA,,,,,,,AA,,,,AA,,,,,,,,,,,,
dsac_lif_00029,alcoholism,alkoholisme,ubundlamanzi,ubunxila,ubundlamanzi,,budzakwa,ubudakwa,,botagwa,tirišompe ya bjala,bohlena,vhudakwa,vudakwa,,,,,,ubujikankezo,,,,,,,,ubudakwa,,,,,,,,,,,,,,,
dsac_lif_00030,alert,waaksaam,ukuqaphela,-the qwa,vundla,xhobisa,caphela,-yelelako,-tjhejako,sejaro,-lala o laotšwe,-fadimeha,fhaṱuwa,lemuka,op en wakker,lemuka,,,-bolala o laotšwe,,,,,wakker,,vuka,,,,,,,,,,,,,,,,,
dsac_lif_00031,allergy,allergie,isihlungu,isaliso,ialeji,,kutondvwa,ukwaliwa,i-aleji,tshwaetso,aletši,aleji,vhuila,aleji,,kwaliwa,aḽedzhi,,,isaliwo,,,,,,i-aleji,,,,,,,,,,,,,,,,,
dsac_lif_00032,altar,altaar,i-althari,isibingelelo,iolthara,,lilati,i-althari,,aletara,aletare,aletare,aḽeṱare,gandzelo,,i-alithari,,,,,,altari,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00033,amaNdebele,Ndebele,amaNdebele,amaNdebele,,,Emandebele,amaNdebele,,Matebele,amaNdebele,Matebele,Mandevhele,Mandhevele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00034,amaXhosa,Xhosa,amaXhosa,amaXhosa,,,Emachosa,amaXhosa,,Mathosa,amaXhosa,Maqhotsa,Mathoza,Maqhoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00035,ambition,ambisie,ilukuluku,ulangazelelo,ibhongo,umnqweno,inshisakalo,itjisakalo,,keletsokgolo,phišegelo,tjheseho,lutamo,navelo,,lilukuluku,,,,ukulangazelela,,ntsakelo,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00036,ambulance,ambulans,isithuthiziguli,inqwelo yezigulane,iambulensi,,sitfwalatigulane,i-ambulesi,,emelense,ampulentshe,ambulense,ambulese,ambulense,,i-ambulesi,ambulentse,,,i-ambulensi,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00037,Amnesty International,Amnestie Internasionaal,i-Amnesty International,iAmnesty International,,,Inhlangano Yashwele Yemhlabawonkhe,iHlangano yamaZwengamazwe yokuColelanisa,,Boitshwarelo jwa Boditšhaba,Tokollo ya Boditšhabatšhaba,Mokgatlo wa Tshwarelano wa Matjhaba,Dzangano ḽa vhupfumedzani ḽa Dzitshakatshaka,Nhlangano wa Ndzivalelano wa Matiko ya Misava,,,,,Tshwarelo ya Boditšhabatšhaba,,Mokgatlhotshwarelo Boditšhaba,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00038,amuse,vermaak,ukukitaza,hlekisa,-onwabisa,yolisa,hlekisa,-hlekisa,-kara,tshegisa,-segiša,-qabola,seisa,hlekisa,amuseer,chaza,ṅwethudza,,,,,n'wayiterisa,,,,kilakita,-tshehisa,,,,,,,,,,,,,,,,
dsac_lif_00039,ancient <adj.> {e.g. civilisation},antiek,okwasemandulo,-mandulo,-kudala,,-kwasendvulo,-kadeni,-mandulo,-gologolo,-bogologolo,maswetso,-kalekale,-khale,,-kwakadzeni,-kaleni,,-kgale,,-kgale,,,,,,-holoholo,,,,,-maloba,,,,,,,,,,,
dsac_lif_00040,anger,woede,intukuthelo,umsindo,ukucaphuka,,intfukutselo,itukuthelo,,tenego,pefelo,kgalefo,tsinyuwo,nhlundzuko,gramskap,kutfukutsela,,,,,,,,,,kukwata,,,,,,,,,,,,,,,,,
dsac_lif_00041,anthropologist,antropoloog,umcwaningi ngomlandobantu namasiko,ingcali yeanthropholoji,,,umfundzibantfu nemasiko,umfundimasikobantu,i-anthropholojisti,moithutalotsontho,moithutaditšhaba,antropholojiste,muguda vhathu na mvelele,n’wamidavuko,,,muatropholodzhi,,moantheropholotši,,moantropoloji,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00042,antihistamine,antihistamien,isidambisihistamini,iantihistamini,igwada lesaliso,,i-antihistamayini,i-anthihistamayini,,antihistamaene,anthihistamaene,anthihistamine,anthihistamaini,antihisitamayini,,,,,,isinqandihistamini,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00043,anxious,angstig,okunexhala,-xhalabileyo,,,-shisekako,-tjhisekako,-hlalele evalweni,phisega,-belaelago,-tshwenyeha,-swela mbilu,-tshamiseki,bang,-khatsatekile,-fhisea,,,,šwegašwega,-vilela,-langutela ngopfu,,,,-kgathatsehile,,,,,,-hiseka,,,,,,,,,,
dsac_lif_00044,apartheid,apartheid,ingcindezelo,ucalu-calulo ngokobuhlanga,,,lubandlululo,ibandlululo,i-apartheid,kgethololo,pušokgethollo,aparteite,khethululo,xihlawuhlawu,,i-apartheid,,,,ubandlululo,tlhaolele,,,,,,puso ya kgethollo,,,,,,,,,,,,,,,,
dsac_lif_00045,apologise,verskoning vra,ukuxolisa,xolisa,ngxengxeza,,colisa,-colisa,-rabhela,kopatshwarelo,-kgopela tshwarelo,-kopa tshwarelo,humbela pfarelo,ku tisola,verskoning maak,,u ḓisola,-ncancabeza,,,,ku kombela ndzivalelo,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00046,appearance {seem},voorkoms,imbukeko,inkangeleko,imbonakalo,,kubukeka,ukuqaleka,,tebego,tebelelego,tjhebahalo,mbonalo,xivumbeko,,,,,lebopo,,,mayimekelo,xiyimeko,,,,,,,,,,,,,,,,,,,,
dsac_lif_00047,appearance {be present},verskyning,ukuvela,ukuvela,ukubonakala,,kuchamuka,ukuvela,ukubonakala,tlhagelelo,boiponagatšo,boiponahatso,u bvelela,vukona,,kuvela,u ḓivhonadza,,ba gona,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00048,appreciate,waardeer,ukubonga,bulela,ncoma,,bonga,-thokozela,-bukako,itumella,-leboga,-ananela,livhuwa,khensa,,dvumisa,,,-thabela,ukutusa,lebogela,,,,,ncoma,,,,,,kgatlhegela,,,,,,,,,,,
dsac_lif_00049,apprentice,vakleerling,ithwasa,umqeqeshwa,,,umfundzimsebenti,umafundana womsebenzi,umfundimsebenzi,maithutwane,motataišwa,morupelwa,mugudiswa,madyondzantirho,nuweling,,,i-aphrenthisi,morutiwa,imfunda,mokatiswa,,,beginner,,,,,,,,,,,,,,,,,,,
dsac_lif_00050,appropriate,gepas,okufanele,-fanelekileyo,-fanelekile,,-emukelekile,-faneleko,-lungileko,matshwanedi,-lebanego,-tshwanela,teaho,fanela,geskik,-fanelekile,fanelaho,,-nepagetšego,,maleba,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00051,appropriate language,gepaste taal,ulimi olufanele,intetho efanelekileyo,,,lulwimi lolwemukelekile,ilimi elifaneleko,ilimi elilungileko,puomatshwanedi,polelo ye e nepagetšego,puo e tshwanelehileng,luambo lwo teaho,ririmi leri faneleke,geskikte taalgebruik,,,,,,puomaleba,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00052,archaeologist,argeoloog,umcwaningi wezinto zasemandulo,ingcali yeakhiyoloji,,,umcwaningindzabuko,umphenyindabuko,umphendlindabuko,moakhioloji,moakhiolotši,akheolojiste,mugudamasalela,mutivamarhumbi,,,,um-akhiyoloji,,,moithutamasalela,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00053,argument {reason},redenasie,uvo,ingxoxo,,,bufakazi,ukukhulumela,ukusekela,ngangisano,ngangišano,kgang,ṱhaṱhisano,njhekanjhekisano,beredenering,,ṅaṅisano,,,umbono,phigisano,,,argument,,,,,,,,kganetsano,,,,,,,,,,,
dsac_lif_00054,arm fling {exercising},armswaai,ukuzithwishila,ukujiwuzisa iingalo,,,kujikitisa umkhono,ukujuguja imikhono,,tsamaisoletsogo,phatlalatša matsogo,ho otlolla letsoho,u dzungulusa zwanḓa,ku rhendzelexa mavoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00055,article,artikel,udaba,inqaku,,,indzaba ephephandzabeni,umtlolondaba,i-athikili,kgang,sengwalwa,atikile,ḽianetshelo,xitsariwa,,indzaba ephephabhukwini,atikili,,,umbhalo,athikele,,,,,i-athikili,,,,,,,,,,,,,,,,,
dsac_lif_00056,assess,takseer,ukuhlola,hlola,vavanya,,linganisa,-linganisa,-hlola,tlhatlhoba,-lekola,-lekola,gaganya,hlela,assesseer,hlola,ṱhaṱhuvha,,,ukuvivinya,,,,beoordeel,,,,,,,,,,,,,,,,,,,
dsac_lif_00057,assessment,assessering,isivivinyo,uhlolo,uvavanyo,,kulinganisa,ukulinganisa,ukuhlola,tlhatlhobo,tekolo,tekolo,ngaganyo,mahlelelo,taksering,luhlolo,ṱhaṱhuvho,,kelo,ukuhlola,,,,beoordeling,,,,,,,,,,,,,,,,,,,
dsac_lif_00058,assessment standard,assesseringstandaard,izinga lokuhlola,umgangatho wokuhlola,,,licophelo lekuhlola,izinga lokuhlola,,maemotlhatlhobo,maemo a tekolo,maemo a tekanyetso,maimo a ṱhaṱhuvho,mpimo wa mahlelelo,,,,,maemo a kelo,izinga lesivivinyo,,swipimo swa makambelelo,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00059,asthma,asma,ubefu,isifuba,umbefu,,sifuba,isifuba,,bolwetsekhupelo,asema,letshweya,phihamela,asma,,,asima,,bolwetši bja mafahla,isifuba somoya,,,,,,,asma,,,,,,,,,,,,,,,,
dsac_lif_00060,astronomer,sterrekundige,umcwaningimkhathi,usozinkwenkwezi,,,somkhatsi,usonkwekwezi,,moithutafaufau,monepanaledi,astronoma,muḓivhazwiedza,mutivatinyeleti,,,muastronomi,,,,,,,,,,,,,,,,,mugudazwiedza,,,,,,,,,
dsac_lif_00061,athlete,atleet,umdlali,umkhuphisani kwezemidlalo,iathlethi,,umdlali,umdlali wama-atletiki,,moatlelete,moatlelete,atlelete,mutambi,n'wamatsambu,,,,,,,motabogi,xitsutsumi,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00062,athletics,atletiek,imidlalomqhudelwano,ukhuphiswano kwezemidlalo,iiathlethikhi,,umdlalo wema-atletiki,umdlalo wama-atletiki,,diatleletiki,diatleletiki,diatleletike,zwipotso,swipotso,,,mitambo,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00063,atonement,boetedoening,ukuhlawulelwa,ucamagushelo,intlawulelo,,kubuyisana,ihlawulelo,ibuyelano,poelano,poelanyo,poelano,vhupfumedzanyi,ndzivalelo,versoening,,,,,,tlolagano,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00064,attitude,houding,umqondosimo,isimo-ngqondo,,,simongcondvo,ukuziphatha,,mokgwa,maitshwaro,boitshwaro,vhuḓifari,matikhomelo,gesindheid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00065,attraction,aantreklikheid,uheho,umtsalane,umbizelane,umbizane,kudvonsa,isiganukeji,isilangazelelisi,kgogedi,kgoketšo,kgohedi,vhukungi,vukokamahlo,aantrekkingskrag,kukhanga,,,,,,vukokarinoko,,,,kuheha,,,,,,,,,,,,,,,,,
dsac_lif_00066,attractive,aantreklik,okuhehayo,-nomtsalane,-nombizelane,-nombizane,-khangako,-langazelelisako,-karisako,bogega,kgahlišago,-hohelang,-kungaho,-koka mahlo,,-hehako,,-ganukejako,bogegago,okukhangayo,kgatlhisa,-koka rinoko,,,,-dvonsako,,,,,,,,,,,,,,,,,
dsac_lif_00067,autograph,handtekening,umcikico kasaziwayo,utyikityo lonendumasi,iothografu,,lusayinosikhumbuto,umtlikitlo womuntu odumileko,i-othografi,tshaenomotumi,othokrafo,othokrafo,othogirafu,othogirafu,outograaf,i-othografu,tsaino nga muḓivhalea,,,,othokerafo,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00068,award <n.>,toekenning,umklomelo,imbasa,,,umhlomelo,unongorwana,,kabo,sefoka,kgau,pfufho,sagwadi,prys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00069,aware,bewus,ukwazi,ukwazi,,,-ati,-limukako,-lemukako,itse,-lemoga,-lemoha,ḓivha,-tiva,ingelig,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00070,babysitter,baba-oppasser,umzanyana,impelesi,,,umzanyana,imbelesi,,mmelegi,mohlokomedi wa ngwana,mohlokomedi wa ngwana,tshixele,muhlayisan'wana,kinderoppasser,,muleli,,moledi,,,muhlayisan'wana,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00071,background {setting},agtergrond,ingemuva,isakhelo,,,sendlalelo,ingemuva lesiteji,,lemorago,tikologo,boitshetleho,nga murahu,vuyimelo,,limuva,,,,,maitshetlego,,,,,,tikoloho,,,,,,,,,,,,,,,,
dsac_lif_00072,backstab <v.> <figurative meaning>,in die rug steek,ubunyoka,ukudla izithende,ukungcatsha,,dla titsendze,-dla iinthende,,seba,-eka,-eka,-mmona,ku xenga,,bunyoka,-kanda zwirethe,,,ubuxoki,senyaleina,,,,,,,,,,to stab in the back,,,,,,,,,,,,
dsac_lif_00073,backstroke {swimming},rugslag,ukubhukuda ngomhlane,ukudada ngomhlana,,,kuntjuza ngemhlane,ukududa ngomhlana,ukuthaya ngomhlana,sememimokwatla,go rutha ka mokokotlo,ho sesa ka sanketse,tshanngege,xigagaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00074,bad choice,swak keuse,ukukhetha kabi,ukungakwazi ukukhetha,,,kukhetsa kabi,ukubhalelwa kukhetha,,tlhophompe,kgethompe,kgetho e mpe,khetho mmbi,nhlawulo wo hoxeka,slegte keuse,sincumo lesibi,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00075,bake,bak,ukubhaka,ukubhaka,ukosa,,bhaka,-bhaga,,besa,-paka,-baka,baka,baka,,,baga,,,,baka,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00076,balanced diet,gebalanseerde dieet,uhlelokudla olufanele,ukutya okunezondlo,,,kudla lokumasekomatsatfu,umudlokhetho olingeneko,ukudla okunepilo,dijotekanngwa,dijotekanywa,phepo e enneng,nndyondinganywa,swakudya swo ringanela,,kudla lokunemphilo,zwiḽiwandinganywa,ukudla okupheleleko,sejotekanywa,,,,,,,kudla lokunemsoco,,,,,,,,,,,,,,,,,
dsac_lif_00077,ban <v.>,verbied,ukumisa,valwa,thintela,,vimbela,-alela,-vala,kganela,-iletša,-thibela,iledza,yirisa,,vala,,-khawulisa,,ukuvala,,tshimbisa,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00078,ban <n.>,verbod,ukumisa,uvalo,uthintelo,,kuvimbela,isalelo,isikhawuliso,kganelo,kiletšo,thibelo,nyiledzo,yiriso,,kuvala,,ukuvala,,ukuvala,,ntshimbiso,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00079,banana,piesang,ubhanana,ibhanana,,,bhanana,ibhanana,,panana,panana,panana,muomva,banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00080,Bapedi,Pedi,amaPedi,amaPedi,,,Bapedi,amaPedi,,Bapedi,Bapedi,Bapedi,Vhapedi,Vapedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00081,barbed wire,doringdraad,ucingolunameva,ucingoluhlabayo,,,daladilohlabako,idradaemsubela,idradaehlabako,teratamebitlwa,teratayameetlwa,terataemeutlwa,ḓaraṱayamipfa,daratayamitwa,hakiesdraad,,,,,ucingoluhlabayo,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00082,bar mitzvah,barmitswa,ibhamitsva,ibar mitzvah,isithethe samaJuda sokudlulisela umntwana oyindodana ebuntwini obudala,,i-bar mitzvah,i-bar mitzvah,,bar mitzvah,bar mitzvah,bar mitzvah,bar mitzvah,bar mitzvah,,,,,moletlowa bašemane ba Majuda wa kamogelobogolong,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00083,baseball,bofbal,ibheysbholi,ibheyisibholi,,,ibheysibhola,ibheyizibholo,,bolokhutlwana,peisepolo,beisebolo,beisibola,beyisibolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00084,basketball,basketbal,ibhaskethibholi,ibhaskethibholi,,,ibhaskidibhola,ibhasketibholo,,bolotlatlana,paseketepolo,baseketebolo,basiketbola,basiketebolo,,,,,,,kgweletlatlana,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00085,Basotho <also Basuto>,Basoeto,abeSuthu,abeSuthu,,,Besutfu,abeSuthu,,Basotho,Basotho,Basotho,Vhasuthu,Vasuthu,Sotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00086,bathroom,badkamer,igumbi lokugezela,igumbi lokuhlambela,,,intjintjawozi,ubuhlambelo,indlu yokuhlambela,phapositlhapelo,phapošibohlapelo,phaposi ya ho itlhatswa,lufhera lwa u ṱambela,kamara ro hlambela,,ligumbilekugezela,,,,,,,,,,,batekamore,,,,,,,,,,,,,,,,
dsac_lif_00087,batsman {cricket},kolwer,umbhethi,umqhokri,,,umshayibhola,umduli,,mmetsakgwele,mmethi papading ya khirikhete,ramolangwana,mubethi,mubeti,,,,,,umshayibhola,mmeti,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00088,Batswana,Batswana,abeTswana,abeTswana,,,Betswana,abeTswana,,Batswana,Batswana,Batswana,Vhatswana,Vatswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00089,beadwork {craft},kralewerk,ubucikobuhlalu,ukuhlohla iintsimbi,,,umsebenti webuhlalu,ukuphothela,,togodibaga,mologo wa dipheta,ho loha sefaha,vhulunzhedzavhulungu,vuhulelovuhlalu,kralekuns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00090,bearer,toonder,umphathi wephephamali,umnini,umxhamli,,umphatsincwadzi,umninimbadalo,umnikazimbadalo,motsholatopotuelo,moišatšhupatefelo,motshwari,mufari,mukhomi,,,,,,umkheshisi,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00091,behaviour {Great Britain},gedrag,ukuziphatha,ukuziphatha,umkhwa,,indlelakutiphatsa,ukuziphatha,,boitshwaro,maitshwaro,boitshwaro,vhuḓifari,matikhomelo,optrede,,,,,,,,,,,,,,,,behavior {United States},,,,,,,,,,,,
dsac_lif_00092,belief {certainty},oortuiging,inkolelo,inkolelo,,,inkholelo,ikolelo,,tumelo,tumelo,tumelo,lutendo,ripfumelo,beskouing,,,,,,,,,geloof,,,,,,,,,,,,,,,,,,,
dsac_lif_00093,believer,gelowige,ikholwa,ikholwa,,,likholwa,ikholwa,,modumedi,modumedi,modumedi,mutendi,mupfumeri,oortuigde,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00094,betray,verraai,ukukhaphela,ngcatsha,,,hlakata,-khaphela,-thengisa,eka,-eka,-eka,fheṱa,xenga,,mpimpa,,,,,,,,,,tsengisa,,,,,,,,,,,,,,,,,
