id,eng__001,eng__002,eng__003,eng__004,eng__005,eng__006,eng__007,eng__008,Sesotho__-,Setswana__-,Syonym__-,Tshivenda__-,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,nde__001,nde__002,nde__003,nde__004,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,nso__007,nso__008,sot__-,sot__001,sot__002,sot__003,sot__004,sot__005,sot__006,sot__007,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,tsn__006,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,ven__007,ven__008,ven__009,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,xho__007,xho__008,zul__001,zul__002,zul__003,zul__004,zul__005
dsac_ns_sotho_00822,fabric n.,,,,,,,,,,,,stof,,,,,,,,,,lešela,,,,,,,,,lesela,lelapi,,,,,,,,,,,lesela,letsela,khai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00823,fabrication technique,,,,,,,,,,,,vervaardigingstegniek,,,,,,,,,,mokgwa wa go dira,mokgwatlhamolešela,botsebitlhamo,,,,,,,mokgwa wa ho etsa lesela,thekeniki ya ho etsa lesela,,,,,,,,,,,mokgwatlhagiso,mokgwapopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00824,face {animal or human},,,,,,,,,,,,gesig,,,,,,,,,,sefahlego,mahlong,,,,,,,,sefahleho,,,,,,,,,,,,sefatlhego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00825,face {surface of something},,,,,,,,,,,,oppervlak,,,,,,,,,,selebaneng,bokamahlong,,,,,,,,bokahodimo,,,,,,,,,,,,boalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00826,face {e.g. of a part of cloth},,,,,,,,,,,,regte kant,,,,,,,,,,bokapele bja lešela,bokantle bja lešela,,,,,,,,bokantle,,,,,,,,,,,,lepele,sefatla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00827,factory,,,,,,,,,,,,fabriek,,,,,,,,,,faporiki,feme,feketori,,,,,,,faboriki,,,,,,,,,,,,bodirelo,faboreki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00828,falcon,,,,,,,,,,,,valk,,,,,,,,,,sepekwana,segotšane,falkhone,,,,,,,phakwe,,,,,,,,,,,,phakwe,segodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00829,family,,,,,,,,,,,,gesin,familie,,,,,,,,,lapa,legoro,lešika,leloko,,,,,,leloko,,,,,,,,,,,,losika,lotso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00830,fan n.,,,,,,,,,,,,waaier,,,,,,,,,,sefehlamoya,fene,,,,,,,,fene,sefehlamoya,,,,,,,,,,,sefoki,sefetlhamowa,fene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00831,fang,,,,,,,,,,,,slagtand,,,,,,,,,,polai,leinopolai,leinontlha,,,,,,,leino la noha,,,,,,,,,,,,lebolai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00832,farm n.,,,,,,,,,,,,plaas,,,,,,,,,,polase,polasa,,,,,,,,polasi,,,,,,,,,,,,polasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00833,farmer,,,,,,,,,,,,boer,,,,,,,,,,molemi,mongpolasa,mongpolase,,,,,,,rapolasi,ratemo,,,,,,,,,,,rapolasa,molemirui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00834,farming,,,,,,,,,,,,boerdery,,,,,,,,,,bolemi,temo,,,,,,,,temo,temothuo,,,,,,,,,,,temothuo,bolemirui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00835,farmyard,,,,,,,,,,,,plaaswerf,,,,,,,,,,jaratapolaseng,bodulopolaseng,,,,,,,,jarete ya polasi,,,,,,,,,,,,polasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00836,fat,,,,,,,,,,,,vet,,,,,,,,,,makhura,,,,,,,,,mafura,,,,,,,,,,,,mafura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00837,fatal adj.,,,,,,,,,,,,dodelik,fataal,,,,,,,,,hlolagolehu,bolayago,,,,,,,,e bolayang,,,,,,,,,,,,-bolayang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00838,fault,,,,,,,,,,,,fout,,,,,,,,,,phošo,,,,,,,,,phoso,,,,,,,,,,,,phoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00839,fax n. {technology},,,,,,,,,,,,faks,faksimilee,,,,,,,,,fekse,,,,,,,,,fekse,,,,,,,,,,,,fekese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00840,fax machine,,,,,,,,,,,,faksmasjien,,,,,,,,,,motšhene wa fekse,,,,,,,,,motjhini wa fekse,,,,,,,,,,,,motšhini wa fekese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00841,feather,,,,,,,,,,,,veer,,,,,,,,,,lefofa,,,,,,,,,lesiba,,,,,,,,,,,,lofofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00842,feather duster,,,,,,,,,,,,verestoffer,,,,,,,,,,sephumudi sa go ba le mafofa,,,,,,,,,lefielo la masiba,,,,,,,,,,,,sephimodi sa diphofa,sentshalorole sa diphofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00843,feathery adj.,,,,,,,,,,,,geveerd,,,,,,,,,,ya mafofa,,,,,,,,,e masiba,,,,,,,,,,,,-lofofa,-diphofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00844,feed v.,,,,,,,,,,,,voed,,,,,,,,,,fepa,otla,,,,,,,,fepa,,,,,,,,,,,,fepa,otla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00845,feedback n. {electronics},,,,,,,,,,,,terugvoer,,,,,,,,,,pego ya mohlagase,,,,,,,,,kgutlisetso,,,,,,,,,,,,tsibogoeleketeroniki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00846,feeding bottle,,,,,,,,,,,,bababottel,voedingsbottel,,,,,,,,,tami,lepotlelo la ngwana,lebotlelo la ngwana,lebotlelonyantšhi,,,,,,tami,,,,,,,,,,,,lebotlolokotlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00847,feeler,,,,,,,,,,,,voeler,,,,,,,,,,lenakana,sekwi,lenakanasekwi,lenakanakgwathi,,,,,,lenakanakutlo,,,,,,,,,,,,tekanakana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00848,Fehling’s solution,,,,,,,,,,,,Fehling se oplossing,,,,,,,,,,motswako wa Fehling,motswako wa seela wa Fehling,,,,,,,,mokedikedi wa Fehling,,,,,,,,,,,,motswako wa Fehling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00849,feline,,,,,,,,,,,,kat,,,,,,,,,,tša bokatse,legoro la bokatse,,,,,,,,leloko la katse,bokatse,,,,,,,,,,,sika lookatse,lotso lookatse,sika loosemake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00850,female,,,,,,,,,,,,vroulik,,,,,,,,,,botshadi,tshadi,,,,,,,,tshehadi,,,,,,,,,,,,namagadi,tshegadi,mosadi,tshadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00851,female cell,,,,,,,,,,,,vroulike sel,,,,,,,,,,sele ya sesadi,,,,,,,,,sele e tshehadi,,,,,,,,,,,,seletshadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00852,female flower,,,,,,,,,,,,vroulike blom,,,,,,,,,,lelobatshadi,letšobatshadi,,,,,,,,palesa e tshehadi,,,,,,,,,,,,lelomotshadi,lelobatshadi,sethunyatshadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00853,fermentation,,,,,,,,,,,,fermentasie,gisting,,,,,,,,,titielo,pedišo,tlhabego,,,,,,,putiso,,,,,,,,,,,,pediso,pelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00854,fern,,,,,,,,,,,,varing,,,,,,,,,,mmalewaneng,fene,,,,,,,,fene,,,,,,,,,,,,patadikgagane,fene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00855,ferromagnetic adj.,,,,,,,,,,,,ferromagneties,,,,,,,,,,ya feromaknethiki,ya maknetetšhipi,,,,,,,,makenete wa tshepe,setala sa tshepe,,,,,,,,,,,-kgogelatshipi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00856,ferrous adj.,,,,,,,,,,,,ysterhoudend,,,,,,,,,,ya tšhipi,ya botšhipi,,,,,,,,ya tshepe,,,,,,,,,,,,-botshipi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00857,fertile,,,,,,,,,,,,vrugbaar,,,,,,,,,,nonnego,,,,,,,,,e ka tswalang,,,,,,,,,,,,nonneng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00858,fertile soil,,,,,,,,,,,,vrugbare grond,,,,,,,,,,mobu wa go nona,mobu wo nonnego,,,,,,,,mobu o nonneng,,,,,,,,,,,,mmu o o nonneng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00859,fertilisation,,,,,,,,,,,,bevrugting,,,,,,,,,,nontšho,,,,,,,,,ho nontsha peo,,,,,,,,,,,,ithwadiso,kimiso,kumiso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00860,fertilise v. {human beings or animals},,,,,,,,,,,,bevrug,,,,,,,,,,nontšha,,,,,,,,,emarisa,,,,,,,,,,,,imisa,ithwadisa,umisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00861,fertilise v. {soil},,,,,,,,,,,,bemes,,,,,,,,,,nontšha,,,,,,,,,nontsha,,,,,,,,,,,,nontsha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00862,fertilised egg cell,,,,,,,,,,,,bevrugte eiersel,,,,,,,,,,leenontšhwa,,,,,,,,,sele ya lehe le nontshitsweng,,,,,,,,,,,,lee le le umisitsweng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00863,fertiliser,,,,,,,,,,,,kunsmis,misstof,,,,,,,,,monontšha,manyora,mmutedi,mmutele,morole,,,,,manyolo,monontsha,,,,,,,,,,,monontsha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00864,fibre,,,,,,,,,,,,vesel,,,,,,,,,,tlhale,gare,lenti,,,,,,,tshwele,dikgwele,,,,,,,,,,,tlhale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00865,field,,,,,,,,,,,,land,,,,,,,,,,tšhemo,mogola,,,,,,,,tshimo,,,,,,,,,,,,naga,tshimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00866,fig,,,,,,,,,,,,vy,,,,,,,,,,lego,,,,,,,,,feiye,,,,,,,,,,,,feie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00867,file n. {instrument},,,,,,,,,,,,vyl,,,,,,,,,,segohli,feila,,,,,,,,feile,,,,,,,,,,,,feile,serethefatsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00868,file v.,,,,,,,,,,,,vyl,,,,,,,,,,feila,gohla,,,,,,,,feila,,,,,,,,,,,,rethefatsa,feila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00869,film,,,,,,,,,,,,film,,,,,,,,,,letlalwanasese,,,,,,,,,filimi,lera,,,,,,,,,,,filemi,letlatswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00870,film negative {photography},,,,,,,,,,,,filmnegatief,,,,,,,,,,moriti,moriti wa senepe,,,,,,,,seriti sa senepe,,,,,,,,,,,,moriti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00871,filter n.,,,,,,,,,,,,filter,,,,,,,,,,sefo,mhlotlo,,,,,,,,sefe,,,,,,,,,,,,motlhotlho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00872,filter v.,,,,,,,,,,,,filtreer,,,,,,,,,,sefa,hlotla,,,,,,,,sefa,,,,,,,,,,,,tlhotlha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00873,filtered water,,,,,,,,,,,,gefiltreerde water,,,,,,,,,,meetsesefša,meetsehlotlwa,,,,,,,,metsi a sefilweng,,,,,,,,,,,,metsi a a tlhotlhilweng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00874,filter funnel,,,,,,,,,,,,filtreertregter,,,,,,,,,,fanele ya sefo,fanele ya go hlotla,mojagobeditlhotlo,mojagobedisefo,,,,,,fanele e sefang,,,,,,,,,,,,faneletlhotlho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00875,filter paper,,,,,,,,,,,,filtreerpapier,,,,,,,,,,pampirihlotla,pampirisefo,,,,,,,,pampiri e sefang,,,,,,,,,,,,pampiritlhotlho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00876,filtrate n.,,,,,,,,,,,,filtraat,,,,,,,,,,sesefša,sehlotlwa,,,,,,,,ho sefuweng,,,,,,,,,,,,setlhotlhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00877,filtration,,,,,,,,,,,,filtrasie,,,,,,,,,,tshefo,tlhotlo,,,,,,,,tshefo,,,,,,,,,,,,tlhotlho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00878,fin,,,,,,,,,,,,vin,,,,,,,,,,lephegwana,lefegwana,fini,,,,,,,lepheo la tlhapi,,,,,,,,,,,,lofafa,lofuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00879,finch,,,,,,,,,,,,vink,,,,,,,,,,ponyane,,,,,,,,,thaha,,,,,,,,,,,,thaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00880,finding n.,,,,,,,,,,,,bevinding,,,,,,,,,,kutullo,khumano,khwetšo,,,,,,,diphumano,,,,,,,,,,,,phitlhelelo,temogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00881,fine adj.,,,,,,,,,,,,fyn,,,,,,,,,,thelela,relela,boreledi,mathume,matoka,,,,,boreledi,,,,,,,,,,,,borethe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00882,finger {e.g. land},,,,,,,,,,,,vinger,,,,,,,,,,motswapi,segole,,,,,,,,motjhophoro,,,,,,,,,,,,motšhotšho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00883,finger {body part},,,,,,,,,,,,vinger,,,,,,,,,,monwana,,,,,,,,,monwana,,,,,,,,,,,,monwana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00884,fire n.,,,,,,,,,,,,vuur,,,,,,,,,,mollo,,,,,,,,,mollo,,,,,,,,,,,,molelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00885,fire brigade,,,,,,,,,,,,brandweer,,,,,,,,,,botimamollo,lekgotla la ditimamollo,,,,,,,,botimamollo,,,,,,,,,,,,botimamolelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00886,fireman,,,,,,,,,,,,brandweerman,,,,,,,,,,setimamollo,rasetimamollo,,,,,,,,setimamollo,,,,,,,,,,,,motimamolelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00887,firm adj.,,,,,,,,,,,,stewig,,,,,,,,,,ye e tiilego,ye e kgwahlilego,,,,,,,,e tsitsitseng,e tiileng,,,,,,,,,,,-tsetsepetseng,-tsepameng,-gagametseng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00888,fir tree,,,,,,,,,,,,denneboom,,,,,,,,,,mofere,mohlaretlakalabokanelete,,,,,,,,sefate sa fire,,,,,,,,,,,,sekabatopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00889,fish,,,,,,,,,,,,vis,,,,,,,,,,hlapi,kgobe,,,,,,,,tlhapi,,,,,,,,,,,,tlhapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00890,fishbowl,,,,,,,,,,,,visbak,,,,,,,,,,sebjanathuelahlapi,,,,,,,,,sejana se bolokang ditlhapi,,,,,,,,,,,,mogoposeruelatlhapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00891,fish farm,,,,,,,,,,,,visplaas,,,,,,,,,,botswadišetšohlapi,,,,,,,,,polasi ya ditlhapi,,,,,,,,,,,,bothuthusetsotlhapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00892,fissure,,,,,,,,,,,,skeur,,,,,,,,,,monga,lenga,lera,lerwa,mphatša,,,,,lephao,lepatso,,,,,,,,,,,lenga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00893,fixed shape,,,,,,,,,,,,vaste vorm,bepaalde vorm,,,,,,,,,sebopego,tiišetšo,popegopewa,,,,,,,sebopeho se tsitsitseng,,,,,,,,,,,,popegotsepamo,popegotlhomamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00894,flag,,,,,,,,,,,,vlag,,,,,,,,,,folaga,,,,,,,,,folakga,,,,,,,,,,,,folaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00895,flame,,,,,,,,,,,,vlam,,,,,,,,,,kgabo,,,,,,,,,lelakabe,,,,,,,,,,,,kgabo,malakabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00896,flamingo,,,,,,,,,,,,flamink,,,,,,,,,,flaminko,,,,,,,,,kokolofitwe,,,,,,,,,,,,tlhotlhomenyong,folaminko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00897,flammable adj.,,,,,,,,,,,,vlambaar,,,,,,,,,,swago gabonolo,,,,,,,,,e tukang ha bobebe,,,,,,,,,,,,-tukang bonolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00898,flap v.,,,,,,,,,,,,klap,,,,,,,,,,phuphusela,phaphasela,,,,,,,,phurusela,,,,,,,,,,,,phaphasela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00899,flash,,,,,,,,,,,,straal,,,,,,,,,,panyapanya,pekenya,,,,,,,,phatsimo,phatsima,,,,,,,,,,,tsedima,benya,phatsima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00900,flask,,,,,,,,,,,,fles,glasfles,,,,,,,,,flaske ya galase,,,,,,,,,folaseke,folaseke ya kgalase,,,,,,,,,,,folaseke ya galase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00901,flat,,,,,,,,,,,,plat,,,,,,,,,,kalego,alego,phaphathi,,,,,,,sephara,,,,,,,,,,,,phaphathi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00902,flatworm,,,,,,,,,,,,platwurm,,,,,,,,,,sebokwanakalego,sebokophaphathi,,,,,,,,lenyowa,,,,,,,,,,,,mphe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00903,flea,,,,,,,,,,,,vlooi,,,,,,,,,,letsetse,,,,,,,,,letsetse,,,,,,,,,,,,letsetse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00904,flesh,,,,,,,,,,,,vleis,vlees,,,,,,,,,nama,,,,,,,,,nama,,,,,,,,,,,,nama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00905,fleshy fruit,,,,,,,,,,,,vlesige vrug,,,,,,,,,,dienywameetsentši,,,,,,,,,tholwana e nonneng,,,,,,,,,,,,leungokobolwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00906,flex n.,,,,,,,,,,,,koord,elektriese koord,,,,,,,,,flekse,,,,,,,,,thapo ya motlakase,,,,,,,,,,,,mogala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00907,flexible adj.,,,,,,,,,,,,buigsaam,,,,,,,,,,menegago gabonolo,kobegago gabonolo,,,,,,,,e kobehang,e temeselang,,,,,,,,,,,-swedietega,-temekang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00908,float v. {e.g. in the air},,,,,,,,,,,,sweef,,,,,,,,,,akalala,phaphamala,,,,,,,,phaphalla,phaphamala,,,,,,,,,,,phaphamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00909,float v. {in water},,,,,,,,,,,,dryf,,,,,,,,,,phaphamala,,,,,,,,,phaphalla,,,,,,,,,,,,phaphamala,kokobala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00910,flock n. {animals},,,,,,,,,,,,kudde,,,,,,,,,,mohlape,,,,,,,,,mohlape,,,,,,,,,,,,letsomane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00911,flock n. {birds},,,,,,,,,,,,swerm,,,,,,,,,,boraga,,,,,,,,,sehlopha,setha,,,,,,,,,,,segopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00912,floor n. {e.g. room},,,,,,,,,,,,vloer,,,,,,,,,,lebato,,,,,,,,,fatshe,,,,,,,,,,,,foluru,bodilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00913,floor n. {in forest},,,,,,,,,,,,vloer,,,,,,,,,,lebato,,,,,,,,,botlase,,,,,,,,,,,,boalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00914,flora,,,,,,,,,,,,flora,,,,,,,,,,dimela,dimedi,flora,,,,,,,dimela,,,,,,,,,,,,dimela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00915,flour,,,,,,,,,,,,meel,meelblom,,,,,,,,,flouru,,,,,,,,,folouru,,,,,,,,,,,,bupe ba borotho,folouru ya borotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00916,flow n.,,,,,,,,,,,,vloei,,,,,,,,,,kelelo,boelelo,,,,,,,,phallo,,,,,,,,,,,,kelelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00917,flow chart,,,,,,,,,,,,vloeidiagram,,,,,,,,,,sethalwapontšhaditiragalo,flootšhate,,,,,,,,tjhate ya dikamano,,,,,,,,,,,,papetlakaelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00918,flower n.,,,,,,,,,,,,blom,,,,,,,,,,letšoba,leloba,lepolomo,,,,,,,palesa,,,,,,,,,,,,sethunya,leloba,tšheše,lelomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00919,flowering adj.,,,,,,,,,,,,blomdraend,,,,,,,,,,ye e khukhušago,,,,,,,,,thunya,,,,,,,,,,,,-thunyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00920,fluffy adj.,,,,,,,,,,,,donsig,,,,,,,,,,ya boyana,ya fofana,,,,,,,,boleya,,,,,,,,,,,,-boditsana,-mabudunyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00921,fluid n.,,,,,,,,,,,,vloeistof,,,,,,,,,,seela,,,,,,,,,sephalli,mokedikedi,,,,,,,,,,,seedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00922,fluorescent adj.,,,,,,,,,,,,fluoresserend,,,,,,,,,,ye pekenyago,ye bekenyago,florosente,,,,,,,e bonakangwedi,,,,,,,,,,,,-kganyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00923,fly n. {insect},,,,,,,,,,,,vlieg,,,,,,,,,,ntšhi,,,,,,,,,ntsintsi,,,,,,,,,,,,ntsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00924,fly v.,,,,,,,,,,,,vlieg,,,,,,,,,,fofa,,,,,,,,,fofa,,,,,,,,,,,,fofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00925,foal,,,,,,,,,,,,vulletjie,,,,,,,,,,pešana,,,,,,,,,petsana,,,,,,,,,,,,petsana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00926,foam,,,,,,,,,,,,skuim,,,,,,,,,,lehulo,mogogo,lephilo,,,,,,,lekweba,,,,,,,,,,,,lefulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00927,fodder,,,,,,,,,,,,voer,,,,,,,,,,furu,dijo tša diphoofolo,dijo tša diruiwa,,,,,,,furu,,,,,,,,,,,,furu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00928,foetus,,,,,,,,,,,,fetus,,,,,,,,,,senamane,fithase,,,,,,,,senamane,,,,,,,,,,,,tlhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00929,fog,,,,,,,,,,,,mis,,,,,,,,,,kgodi,mmuane,letobe,mogodi,,,,,,mohodi,,,,,,,,,,,,mouwane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_ns_sotho_00930,folic acid,,,,,,,,,,,,foliensuur,,,,,,,,,,folikesiti,,,,,,,,,esiti ya foliki,esete ya foliki,,,,,,,,,,,esiti ya foliki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
